,Country,Gender Inequality Index,IDCNTRY,IDSCHOOL,IDCLASS,IDSTUD,sex of student,how often student speak the language of the test at home,amount of books at home,computer or tablet at home,study desk at home,own room at home,internet connection at home,highest level of education of 1st parent/guardian,highest level of education of 2nd parent/guardian,how far in education student is expected to go,how often student is absent from school,how often student is tired,how often student is hungry,work on your own math,economic disadvantage,immediate area of school location,instructional days per year,total instructional time minutes,instructional days in 1 calender week,total number computers,existing science laboratory,books with different titles,access to digital learning resources,minutes spent on math homework,extra math lessons in last 12 months,math,science,math_interest,math_perception,math_benefit,science_interest,science_perception,science_benefit,belong,bully,shortage,school_support,school_problem,teacher_support,parents_support,student_motivation,grade_4,grade_8,Human Development Index (HDI),Life expectancy at birth,Expected years of schooling,Mean years of schooling,Gross national income (GNI) per capita,HDI rank,Gender Development Index,GDI Group,HDI Female,HDI Male,Life expectancy at birth Female,Life expectancy at birth Male,Expected years of schooling Female,Expected years of schooling Male,Mean years of schooling Female,Mean years of schooling Male,Estimated  gross national income per capita,GNI Male,Maternal mortality ratio,Adolescent birth rate,Share of seats in parliament held by women,Share at least some secondary education Female,Share at least some secondary education Male,Labour force participation rate Female,Labour force participation rate Male,Youth literacy rate Female,Youth literacy rate Male,Population with at least some secondary education,Pre-primary,Primary,Secondary,Tertiary,Primary school dropout rate,Lower secondary retention,Government expenditure on education,Exports and imports,Stock of immigrants,International student mobility,International inbound tourists,Share of internet users,Share of female internet users,Lost health expectancy,"Physicians per 10,000 people","Hospital beds per 10,000 people","Pupil–teacher ratio, primary school",Primary schools with access to the Internet,Secondary schools with access to the Internet,PISA Reading,PISA Math,PISA Science,Share of vulnerable employment,Share of rural population with access to electricity,Share of population with safe drinking water,Share of population with sanitation services
33521,Turkey,0.306,792.0,5025.0,502503.0,50250312.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,1.0,2.0,4.0,3.0,4.0,244.0,360.0,6.0,13.0,1.0,1.0,2.0,3.0,2.0,230.08671,288.69871,-1.5655901451183174,2.8647227523864425,0.7893056343266524,0.8615472274067045,0.9912255895279832,-0.5552801594716101,-0.7499743579262192,1.5089231048754033,3.5867793379514783,0.3947592134463334,-0.4399003773781207,-0.6204927249589661,5.056386179266681,4.529037424846072,yes,yes,0.82,77.69,16.60266555,8.106819999999999,27700.89481,54.0,0.9239286215250176,4.0,0.7835054024993082,0.8480150784874163,80.563,74.72399999999999,16.01757436,17.06999044,7.27688,8.95451,17853.9719729508,37806.629200268835,17.0,26.559,17.44966443,50.15919,72.23768638,34.013000000000005,72.586,99.58643,99.90791,60.34626,32.73927,93.15498000000001,105.99226999999999,No Information,0.0848,94.64766,No Information,61.3945,7.044056238,0.8592700000000001,45768.0,71.0428,63.9338,13.498456691325645,18.492,28.5,16.97782,No Information,No Information,465.6316657,453.5077774,468.29961799999995,27.043000000000003,100.0,No Information,65.0
5797,Bahrain,0.212,48.0,5044.0,504403.0,50440332.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,165.0,345.0,3.0,19.0,1.0,2.0,1.0,1.0,2.0,619.08443,459.5481400000001,-1.1313708889009548,0.3105042306602562,-1.6924616529482095,2.9944770657758326,2.3858598057581397,1.2711562981108515,-1.1155491681831708,2.1834168472903683,2.8296295782893486,-2.297424519477267,-2.608565640617784,-1.443273728249883,-0.2228687987664187,-2.180849100729852,yes,yes,0.852,77.29,16.254820000000002,9.5192,42521.70451,41.0,0.9217169324821972,4.0,0.8055118356177479,0.8739253964321699,78.423,76.436,16.6709,16.09411,9.08769,9.72027,19059.247863402637,55564.603111811884,14.0,13.368,18.75,68.06703,74.3448,44.96,87.17399999999998,99.30134,99.97614,72.34711999999998,53.66259,99.36305,98.59907,50.4819,2.7639,98.21914,2.32721,151.4049,45.16047069,-0.50331,12045.0,98.6434,98.5041,13.561317290508544,9.257,17.4,11.92315,100.0,100.0,No Information,No Information,No Information,1.081,100.0,99.0,96.0
44484,"Canada, Quebec",0.08,9133.0,5228.0,522801.0,52280110.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,4.0,6.0,5.0,3.0,4.0,1.0,2.0,4.0,180.0,300.0,3.0,280.0,1.0,2.0,1.0,1.0,3.0,575.92605,627.19755,-0.1682061281053546,-2.810338026129372,-1.272022673572104,-0.5750110106449945,0.7247646593701699,-1.571631306974214,-1.61619551385045,-1.392597048230838,-0.8047494962655124,1.829631148198242,-0.4342915324703538,1.4759248775094955,0.3161639095960724,0.1280790742365408,yes,yes,0.929,82.43,16.15789,13.36610479,48527.03573,14.0,0.9855929026542676,1.0,0.9215525045584152,0.935023478838588,84.391,80.447,16.66986,15.66355,13.41614,13.31281,39459.204895532974,57733.57500352735,10.0,8.387,33.18284424,100.0,100.0,60.83600000000001,69.422,No Information,No Information,100.0,No Information,100.94368,113.76286,68.92251,No Information,No Information,No Information,64.97671,21.27889391,9.87913,21134.0,91.0,No Information,14.273897077836873,26.102,25.2,No Information,No Information,No Information,520.0855209,512.0169429,517.9976609,10.691,100.0,99.0,82.0
12075,Iran,0.45899999999999996,364.0,5134.0,513401.0,51340127.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,5.0,4.0,4.0,3.0,4.0,4.0,150.0,270.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,476.89096,449.52445,-3.6714526154934313,-2.3278577469604405,-2.6573282719046976,-1.4779167336999428,-3.382926249056993,-2.754360874210896,-2.132784486687185,-1.9881312126194863,2.1065488329428708,0.7660254395296358,-2.184321077210788,-0.6845781299232149,0.3161639095960724,0.1280790742365408,yes,yes,0.7829999999999999,76.68,14.81373,10.347489999999999,12446.66645,70.0,0.8655538720919798,5.0,0.7093174308169157,0.8194954163887544,77.885,75.593,14.5749,15.04388,10.27779,10.40977,4083.6031816690056,20636.86061401429,16.0,40.635,5.882352941,67.35319,72.83602046,17.541,71.509,97.92513,98.26797,70.15283767,53.86047,110.70754,86.31149,68.11609,4.04544,94.3111,3.95536,48.780640000000005,3.23493866,-0.78358,7295.0,70.0046,66.1502,14.05791697803538,15.844,15.6,28.524790000000003,10.6,36.3,No Information,No Information,No Information,41.425,100.0,92.0,No Information
29081,Saudi Arabia,0.252,682.0,5086.0,508607.0,50860720.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,3.0,2.0,4.0,1.0,169.0,420.0,3.0,17.0,1.0,1.0,2.0,2.0,3.0,444.386,461.27321,-3.385129745799321,-0.4711232442486954,-2.6573282719046976,-2.4940086150676777,-0.5811505763388151,-2.754360874210896,-1.5868152330754783,0.669613509099668,5.9461804733410535,-2.297424519477267,-2.608565640617784,-1.4590392071820368,1.3960817046458052,-0.5706320832847149,yes,yes,0.8540000000000001,75.13,16.13575,10.22517,47495.42697,40.0,0.8960899029569535,5.0,0.791461274258187,0.8832386925089674,76.759,73.935,16.01491,16.23254,9.75244,10.522,16511.711975393882,70180.9119858063,17.0,7.324,19.86754967,64.78652,72.38120855,22.115,78.372,99.28044,99.32152,68.84821,21.23175,99.7699,110.08628,68.03989,30.43672,80.94371,No Information,62.16307,38.29268068,-0.35493,15334.0,93.31,91.4001,13.476336401796596,26.117,22.4,13.81495,100.0,100.0,399.1516582,373.23880560000003,386.24614489999993,3.016,100.0,No Information,78.0
15780,Japan,0.094,392.0,5080.0,508002.0,50800228.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,208.0,300.0,3.0,75.0,1.0,2.0,2.0,2.0,3.0,607.41436,548.68831,-3.137423967096476,-0.9807425057671748,-2.6573282719046976,2.4684997244506897,3.872285159651869,-2.754360874210896,-1.6718477771001965,-0.0669403059211599,0.638820463606845,6.047938296999999,1.6066870136573257,2.8619668076833835,0.8551966179585637,0.0557797411287888,yes,yes,0.919,84.63,15.230570000000002,12.85,42931.69575,20.0,0.977565470435392,1.0,0.9057559686513178,0.9265425140762272,87.669,81.497,15.18894,15.2722,13.062,12.638,30583.92966018353,55869.37695070036,5.0,3.78,14.50704225,95.27327069,92.27957105,52.738,71.28,No Information,No Information,93.76192708,No Information,No Information,No Information,No Information,0.02326,99.95361,3.18618,36.81651,1.96979747,3.4416,31192.0,84.5881,89.7307,12.923279592990609,24.115,129.8,15.66096,No Information,No Information,503.856041,526.9732502,529.1354334,8.307,100.0,98.0,99.0
45911,"United Arab Emirates, Abu Dhabi",0.079,7842.0,5371.0,537102.0,53710201.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.5,7.0,5.0,5.0,1.0,4.0,1.0,4.0,3.0,182.0,360.0,3.0,30.0,1.0,1.0,1.0,3.0,2.5,331.92034,281.08058,-1.8103791667902327,-2.1728998684111733,-2.6573282719046976,5.448811632740967,-1.7743119409669754,1.0826124796192125,-0.6771721252088577,6.760023280895193,0.7355607057322948,-2.297424519477267,0.4557834201621049,-0.6204927249589661,-2.285523562820549,-1.4098386101008449,yes,yes,0.89,77.97,14.3441,12.11122,67462.0953,30.0,0.9306258727041724,3.0,0.8424034774782221,0.9052010073934464,79.314,77.291,14.81044081,14.11443511,11.6769,12.42786,28577.657802941496,84722.52253829598,3.0,6.546,50.0,76.02257,81.02851,52.39100000000001,93.389,99.11,99.64,78.91768,77.97611,108.39706000000001,104.94793,No Information,8.04099,96.76002,No Information,160.9361,87.88936607,27.741740000000004,21286.0,98.45,98.8,12.883067300255648,25.278,13.8,24.522779999999997,100.0,100.0,431.78176950000005,434.9472518999999,433.6368028,0.932,100.0,No Information,96.0
19705,Malaysia,0.253,458.0,5049.0,504904.0,50490402.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,192.0,330.0,3.0,22.0,1.0,2.0,1.0,6.0,1.0,484.42514000000006,460.68156,-1.1113743430568237,3.321534352652634,-2.6573282719046976,0.5105721104000446,3.297504254063345,-0.2117815179098332,0.5364002638193683,4.049026582283359,4.621535334734883,0.2447122639267809,-0.6512595590704897,-0.6047272460268125,-1.3027865938161518,0.0557797411287888,no,yes,0.81,76.16,13.67864,10.37283,27534.09856,63.0,0.9717958908380916,2.0,0.7974923874389309,0.8206377439517278,78.317,74.234,14.03851,13.33979,10.27343,10.47029,20824.622581911368,33877.30486654911,29.0,13.414,15.51724138,72.19998000000002,76.52552306,50.74800000000001,77.102,97.01853,96.69582,74.72540548,99.22442,105.2916,81.99226,45.12539,3.62044,92.18836,4.53477,123.091,10.73678855,3.00354,25832.0,81.2017,78.7267,12.514057947949164,15.358,18.8,11.6556,97.2,96.3,414.9795142,440.2075366,437.61807369999997,21.789,100.0,93.0,89.0
27549,Oman,0.306,512.0,5192.0,519210.0,51921037.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,5.0,3.0,3.0,1.0,1.0,1.0,200.0,330.0,3.0,50.0,1.0,2.0,1.0,2.0,3.0,672.86603,652.38271,-3.6714526154934313,-3.922052127491412,-2.3143096752677383,-2.4320877615848704,-3.382926249056993,-1.3750904733173872,-1.5868152330754783,-1.6704960818160135,-2.989957002835989,-2.297424519477267,-2.184321077210788,-2.765230253459522,-1.357242352237478,-2.180849100729852,yes,yes,0.813,77.86,14.18214,9.731845912,25944.072180000006,56.0,0.935625602687776,3.0,0.7682962791017042,0.8211578187841545,80.343,76.127,14.97261,13.70651,10.6469,9.3706,7959.235462523995,35201.07908152768,19.0,13.056,9.88372093,73.4094,63.65985,30.986,89.895,98.97943,98.35663,66.63262711,52.21419,103.39206,106.66599,38.03621,1.8595,98.35268,4.97011,100.6861,45.95442078,-9.31164,2301.0,80.1856,74.028,12.442214034162092,20.031,14.7,9.67394,100.0,100.0,No Information,No Information,No Information,2.633,100.0,90.0,No Information
33414,Turkey,0.306,792.0,5020.0,502009.0,50200906.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,5.0,5.0,3.0,3.0,3.0,2.0,3.0,180.0,280.0,1.0,15.0,2.0,2.0,2.0,3.0,2.0,534.68352,516.23096,-2.361301364506212,0.4847906659070699,-2.378482057620108,-0.8200003956427702,0.1243547859865879,-1.3505649654646967,-2.132784486687185,-1.2331853271394266,3.412469482931844,-0.7431748311598031,-1.5236879256463665,0.0483682771119306,0.3161639095960724,-0.642931416392467,yes,yes,0.82,77.69,16.60266555,8.106819999999999,27700.89481,54.0,0.9239286215250176,4.0,0.7835054024993082,0.8480150784874163,80.563,74.72399999999999,16.01757436,17.06999044,7.27688,8.95451,17853.9719729508,37806.629200268835,17.0,26.559,17.44966443,50.15919,72.23768638,34.013000000000005,72.586,99.58643,99.90791,60.34626,32.73927,93.15498000000001,105.99226999999999,No Information,0.0848,94.64766,No Information,61.3945,7.044056238,0.8592700000000001,45768.0,71.0428,63.9338,13.498456691325645,18.492,28.5,16.97782,No Information,No Information,465.6316657,453.5077774,468.29961799999995,27.043000000000003,100.0,No Information,65.0
12829,Iran,0.45899999999999996,364.0,5215.0,521505.0,52150530.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,160.0,320.0,2.0,13.0,1.0,1.0,1.0,3.0,2.0,303.17979,252.36235,-1.27382882485072,0.8769946357877748,-2.6573282719046976,-0.5881593317420997,1.2777924898897275,-2.754360874210896,-2.132784486687185,-0.9039544147181698,0.3138518695151889,3.477098918221542,2.136161762329253,1.3703248023215704,-0.2228687987664187,1.5936974254661742,yes,yes,0.7829999999999999,76.68,14.81373,10.347489999999999,12446.66645,70.0,0.8655538720919798,5.0,0.7093174308169157,0.8194954163887544,77.885,75.593,14.5749,15.04388,10.27779,10.40977,4083.6031816690056,20636.86061401429,16.0,40.635,5.882352941,67.35319,72.83602046,17.541,71.509,97.92513,98.26797,70.15283767,53.86047,110.70754,86.31149,68.11609,4.04544,94.3111,3.95536,48.780640000000005,3.23493866,-0.78358,7295.0,70.0046,66.1502,14.05791697803538,15.844,15.6,28.524790000000003,10.6,36.3,No Information,No Information,No Information,41.425,100.0,92.0,No Information
16003,Japan,0.094,392.0,5111.0,511104.0,51110418.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,8.0,5.0,5.0,2.0,3.0,1.0,2.0,3.0,202.0,300.0,3.0,40.0,1.0,2.0,1.0,3.0,2.0,563.9605700000002,557.46195,1.6122731487648394,1.3423282708644872,1.0665091091418906,3.2667529205407653,1.123118833563388,0.8245410940432939,0.4807480005696219,-1.9881312126194863,-2.4486002248237115,2.8463397943747566,3.4105761351925854,1.3703248023215704,-1.7387731307346486,0.894986267944918,yes,yes,0.919,84.63,15.230570000000002,12.85,42931.69575,20.0,0.977565470435392,1.0,0.9057559686513178,0.9265425140762272,87.669,81.497,15.18894,15.2722,13.062,12.638,30583.92966018353,55869.37695070036,5.0,3.78,14.50704225,95.27327069,92.27957105,52.738,71.28,No Information,No Information,93.76192708,No Information,No Information,No Information,No Information,0.02326,99.95361,3.18618,36.81651,1.96979747,3.4416,31192.0,84.5881,89.7307,12.923279592990609,24.115,129.8,15.66096,No Information,No Information,503.856041,526.9732502,529.1354334,8.307,100.0,98.0,99.0
4325,Australia,0.09699999999999999,36.0,5229.0,522901.0,52290103.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,8.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,200.0,360.0,3.0,145.0,1.0,2.0,1.0,5.0,2.0,429.96851,412.46585,1.3872514807329104,1.6411028547244866,0.7102425121181545,-0.6912364117272756,0.624819848687373,1.9989028717923,0.4929783118769787,4.02405506493022,-2.615117917082706,-0.1265539621565212,0.2544495822418198,-1.3634228443534808,-1.2541961807934838,-0.642931416392467,yes,yes,0.944,83.44,21.95433,12.72469119,48084.84207,7.0,0.9762035605125556,1.0,0.931810956161772,0.9545252587201428,85.40299999999998,81.492,22.43083,21.48273,12.79604116,12.65123522,39286.574173284265,56953.61353311732,6.0,11.715,36.56387665,91.02507,90.94452,60.3,70.855,No Information,No Information,90.98537,164.55399,100.33898,150.31148000000005,113.14216,No Information,No Information,5.27163,45.68621,29.95361938,20.71761,9246.0,86.545,86.1214,15.186592894658599,36.778,38.4,No Information,100.0,100.0,502.6317243,491.36002520000005,502.96456280000007,10.634,100.0,No Information,76.0
26293,Norway,0.045,578.0,5012.0,501201.0,50120115.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,9.0,6.0,5.0,3.0,3.0,3.0,2.0,5.0,199.0,275.0,3.0,43.0,2.0,1.0,2.0,4.0,No Information,522.66625,458.5931,4.018313630673694,2.873771712582273,0.1880164641435663,3.2765891878723306,2.7786209814168896,-2.1022861943774407,2.009162594765311,-1.4109069072205538,-2.6605145619489394,4.73925134422826,1.0376381522420437,-1.4275082493177291,1.3397735678997285,1.5936974254661742,yes,yes,0.957,82.4,18.06615,12.89775,66494.25217,1.0,0.9899386579617452,1.0,0.9489563520145096,0.9586011662261812,84.37700000000002,80.447,18.75945,17.41359,12.977,12.81661,58548.43907513327,74279.89501600878,2.0,5.141,40.82840237,95.3928,94.8599762,60.37,67.192,No Information,No Information,94.92075574,95.36525,100.26021,116.87442,81.99235,0.8978,98.7565,7.9761,72.1465,16.13288846,-3.07912,5688.0,96.4917,97.0,14.555448508578761,29.164,35.3,8.59418,100.0,100.0,499.4509563,500.9637885,490.4131494,4.9060000000000015,100.0,98.0,76.0
49824,"United Arab Emirates, Dubai",0.079,7841.0,5531.0,553101.0,55310110.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,6.0,5.0,2.0,2.0,4.0,1.0,3.0,3.0,172.0,400.0,3.0,43.0,1.0,1.0,1.0,3.0,1.0,577.46095,366.6028,-1.0928626983835432,0.3005655669604228,-2.378482057620108,4.176753797550814,3.986755848571044,2.301465315104024,1.4357140163806703,1.5800703462218488,4.301194472911603,-1.3496357772356709,-0.0749733211652709,3.5150623308221283,0.91150475470464,2.2924085829874308,yes,yes,0.89,77.97,14.3441,12.11122,67462.0953,30.0,0.9306258727041724,3.0,0.8424034774782221,0.9052010073934464,79.314,77.291,14.81044081,14.11443511,11.6769,12.42786,28577.657802941496,84722.52253829598,3.0,6.546,50.0,76.02257,81.02851,52.39100000000001,93.389,99.11,99.64,78.91768,77.97610999999999,108.39706,104.94793,No Information,8.040989999999999,96.76002,No Information,160.9361,87.88936607,27.741740000000004,21286.0,98.45,98.8,12.883067300255648,25.278,13.8,24.522779999999997,100.0,100.0,431.78176950000005,434.94725189999986,433.6368028,0.932,100.0,No Information,96.0
12957,Ireland,0.09300000000000001,372.0,5009.0,500902.0,50090215.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,167.0,360.0,3.0,24.0,1.0,1.0,2.0,2.0,3.0,486.68439000000006,483.665,1.6843904625449642,-1.2591308714658578,-0.6188695020809122,2.7774534298197477,1.3366365486165757,0.8796059025576911,-0.122080858589991,-1.9881312126194863,1.3929293818891957,-2.297424519477267,-0.2563218325556851,1.540010282473744,3.4374356758544584,0.894986267944918,yes,yes,0.955,82.31,18.70529,12.6663305,68370.58737000001,3.0,0.9810242976135434,1.0,0.9430427884882876,0.9612838242460964,83.90899999999998,80.667,18.79073,18.62423,12.89739912,12.42200863,55540.14540196465,81400.50775398177,5.0,7.515,24.31192661,81.92398,79.94372604,55.973,68.365,No Information,No Information,81.11964622,163.43983,100.85278000000001,125.30712,77.78062,No Information,99.41767,3.71973,239.2151,17.07250084,2.23969,10926.0,84.5223,85.7,14.2244111170982,33.125,29.7,16.06046,No Information,No Information,518.0784592,499.632894,496.1135617,10.61,100.0,97.0,82.0
41669,United States,0.204,840.0,5247.0,524702.0,52470221.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,8.0,5.0,3.0,2.0,3.0,2.0,4.0,2.0,185.0,350.0,3.0,160.0,1.0,1.0,1.0,3.0,3.0,411.24431,435.17405,1.1047851688352173,0.3765546834389815,-2.0996358433355167,4.5274375095874415,2.690259755217689,3.6867493109574863,1.6264378150407448,-0.5278078702678339,-3.6902775266247847,0.3032444801897149,0.7242467628580702,2.1290204006482383,1.3339082225010692,0.894986267944918,yes,yes,0.926,78.86,16.310389999999998,13.41344,63825.65748,17.0,0.993544801844942,1.0,0.9217149522350424,0.92770346191081,81.405,76.34100000000002,16.92108,15.71635,13.46054,13.362570000000002,50590.34292927701,77338.34193711884,19.0,19.86,23.72881356,96.07597,95.97922,56.12600000000001,68.186,No Information,No Information,96.02937,72.93408000000001,101.82144,98.95234,88.16739,No Information,No Information,4.96174,26.38873,15.39548775,4.72445,79745.92,87.2661,74.8821,17.105908282209004,26.12,28.7,14.19857,No Information,No Information,505.3527705,478.2447174,502.3800319,3.837,100.0,99.0,90.0
31256,Singapore,0.065,702.0,5053.0,505357.0,50535703.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,4.0,5.0,2.0,3.0,2.0,2.0,1.0,186.0,345.0,3.0,80.0,1.0,2.0,1.0,6.0,3.0,489.5808,530.30913,3.9835530974788464,3.646877152680704,-1.0573320530378625,-1.7909565567096113,-1.8171952892689225,-2.4475198426524627,4.617775423861861,-1.1414715574738878,-2.5322767687983867,-0.2327974752776934,-0.8894597957494396,1.4759248775094955,0.8493312725599045,0.1280790742365408,yes,yes,0.938,83.62,16.44088,11.62461,88155.21431,12.0,0.98523725750483,1.0,0.9308035314585692,0.9447506419071916,85.728,81.52600000000002,16.65767,16.28347,11.17682,12.1125,71387.27614451066,103421.3856924149,8.0,3.53,23.0,78.09105,85.05447,61.97,78.298,99.94237,99.91742,81.42356,No Information,100.62695,107.5746,84.79290999999999,0.85961,98.98744,2.85435,319.1484,37.13866028,10.5088,14673.0,88.1656,87.5644,12.22312632124014,22.936,24.9,14.69428,No Information,No Information,549.4647077999999,569.0077799,550.9369001,9.666,100.0,100.0,100.0
33117,Singapore,0.065,702.0,5147.0,514702.0,51470218.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,186.0,390.0,3.0,360.0,1.0,2.0,1.0,4.0,3.0,679.50192,673.37351,-0.6799938986509387,-3.6544055107929023,-0.835694582914345,1.4710232429184988,1.65207890288799,0.5177000624848613,0.4807480005696219,-1.4761145301578686,6.415344303425214,-2.297424519477267,-2.608565640617784,-2.0963692513886265,-0.7696192308523192,-1.4098386101008449,yes,yes,0.938,83.62,16.44088,11.62461,88155.21431,12.0,0.98523725750483,1.0,0.9308035314585692,0.9447506419071916,85.728,81.52600000000002,16.65767,16.28347,11.17682,12.1125,71387.27614451066,103421.3856924149,8.0,3.53,23.0,78.09105,85.05447,61.97,78.298,99.94237,99.91742,81.42356,No Information,100.62695,107.5746,84.79291,0.85961,98.98744,2.85435,319.1484,37.13866028,10.5088,14673.0,88.1656,87.5644,12.22312632124014,22.936,24.9,14.69428,No Information,No Information,549.4647077999998,569.0077799,550.9369001,9.666,100.0,100.0,100.0
30220,Singapore,0.065,702.0,5008.0,500853.0,50085323.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,8.0,4.0,5.0,3.0,3.0,3.0,2.0,1.0,186.0,350.0,3.0,228.0,1.0,2.0,2.0,3.0,2.0,629.21091,552.8217400000002,1.4335797642428931,-0.9446776349467148,1.469841246241336,2.093252757806729,3.1908475585214204,1.4528212060741592,0.0198112909826333,1.838327885107536,-4.0303505263214925,-0.7962945600206516,1.1751452435500245,-0.6845781299232149,-1.2541961807934838,0.1280790742365408,yes,yes,0.938,83.62,16.44088,11.62461,88155.21431,12.0,0.98523725750483,1.0,0.9308035314585692,0.9447506419071916,85.728,81.52600000000002,16.65767,16.28347,11.17682,12.1125,71387.27614451066,103421.3856924149,8.0,3.53,23.0,78.09105,85.05447,61.97,78.298,99.94237,99.91742,81.42356,No Information,100.62695,107.5746,84.79290999999999,0.85961,98.98744,2.85435,319.1484,37.13866028,10.5088,14673.0,88.1656,87.5644,12.22312632124014,22.936,24.9,14.69428,No Information,No Information,549.4647078,569.0077799,550.9369001,9.666,100.0,100.0,100.0
32060,Singapore,0.065,702.0,5099.0,509908.0,50990809.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,2.0,3.0,1.0,2.0,1.0,186.0,300.0,3.0,150.0,1.0,2.0,1.0,3.0,3.0,777.62669,726.37652,-3.0548424565815955,-3.922052127491412,-1.9712910786307785,-1.9444838922031933,-1.2232660729030131,-2.0916136437845734,-1.61619551385045,-0.9039544147181698,-3.958138091192323,-2.297424519477267,-1.5498773362606455,-2.0963692513886265,-2.388569734264543,-2.180849100729852,yes,yes,0.938,83.62,16.44088,11.62461,88155.21431,12.0,0.98523725750483,1.0,0.9308035314585692,0.9447506419071916,85.728,81.52600000000002,16.65767,16.28347,11.17682,12.1125,71387.27614451066,103421.3856924149,8.0,3.53,23.0,78.09105,85.05447,61.97,78.298,99.94237,99.91742,81.42356,No Information,100.62695,107.5746,84.79290999999999,0.85961,98.98744,2.85435,319.1484,37.13866028,10.5088,14673.0,88.1656,87.5644,12.22312632124014,22.936,24.9,14.69428,No Information,No Information,549.4647077999999,569.0077799,550.9369001,9.666,100.0,100.0,100.0
40631,United States,0.204,840.0,5194.0,519402.0,51940220.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,5.0,3.0,2.0,3.0,2.0,2.0,1.0,220.0,405.0,3.0,200.0,1.0,2.0,1.0,1.0,3.0,626.35815,606.93585,2.1463017971617946,1.243395865814838,-1.012685931831442,1.9539837453428488,1.045193142839553,-0.7441714120263051,2.0598951998547994,1.0146222808721488,5.62269760025653,1.311759804018407,1.6889244284999425,0.0483682771119306,-0.7074457487075836,-1.4098386101008449,yes,yes,0.926,78.86,16.310389999999998,13.41344,63825.65748,17.0,0.993544801844942,1.0,0.9217149522350424,0.92770346191081,81.405,76.34100000000002,16.92108,15.71635,13.46054,13.362570000000002,50590.34292927701,77338.34193711884,19.0,19.86,23.72881356,96.07597,95.97922,56.12600000000001,68.186,No Information,No Information,96.02937,72.93408000000001,101.82144,98.95234,88.16739,No Information,No Information,4.96174,26.38873,15.39548775,4.72445,79745.92,87.2661,74.8821,17.105908282209004,26.12,28.7,14.198570000000002,No Information,No Information,505.3527705,478.2447174,502.3800319,3.837,100.0,99.0,90.0
32991,Singapore,0.065,702.0,5142.0,514252.0,51425209.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,8.0,5.0,5.0,2.0,3.0,1.0,2.0,1.0,186.0,280.0,3.0,270.0,1.0,2.0,1.0,4.0,1.0,655.03066,642.29367,-1.800380582747021,-1.047544304812129,1.8613480173725785,-1.8020856690651768,1.0325026440470215,-1.7463799955095507,0.4807480005696219,0.0222015342325988,-4.261632585875486,-2.297424519477267,-2.2791427372106927,0.7172292791828274,-1.2541961807934838,0.1280790742365408,yes,yes,0.938,83.62,16.44088,11.62461,88155.21431,12.0,0.98523725750483,1.0,0.9308035314585692,0.9447506419071916,85.728,81.52600000000002,16.65767,16.28347,11.17682,12.1125,71387.27614451066,103421.3856924149,8.0,3.53,23.0,78.09105,85.05447,61.97,78.298,99.94237,99.91742,81.42356,No Information,100.62695,107.5746,84.79291,0.85961,98.98744,2.85435,319.1484,37.13866028,10.5088,14673.0,88.1656,87.5644,12.22312632124014,22.936,24.9,14.69428,No Information,No Information,549.4647077999998,569.0077799,550.9369001,9.666,100.0,100.0,100.0
